JMJD4 KRAS
ABCC2 PTPRD
ABCC2 BCKDK
ABCC2 C1S
ABCC2 FBXL14
ABCC2 RAD9A
ABCC2 BIRC3
ABCC2 MOK
ABCC2 TAP2
ABCC2 PTPRF
ABCB11 AMPD2
ABCB11 PEX1
ABCB11 SENP1
ABCB11 PPP3CA
ABCB11 ALPK1
ABCB11 GTSE1
ABCB11 BUB1
ABCB11 RNF213
ABCB11 ADA2
ABCB11 HPS1
ABCB11 KIF5A
ABCB11 HECTD3
ABCB11 CD9
ABCB11 SOD2
ABCB11 XRCC6
ABCB11 PDE3A
ABCB11 ILK
ABCB11 BCKDK
ABCB11 FBXL14
ABCB11 RAD9A
ABCB11 SMO
ABCB11 HERC5
ABCB11 CBR1
ABCB11 PTPRD
ABCB11 KCNQ4
ABCB11 C1S
ABCB11 BIRC3
ABCB11 MOK
ABCB11 PTPN3
ABCB11 TAP2
ABCB11 PTPRF
CYP3A4 LIPE
CYP3A4 AMPD2
CYP3A4 GLT8D1
CYP3A4 GPC5
CYP3A4 CACNA2D2
CYP3A4 PEX1
CYP3A4 SENP1
CYP3A4 PPP3CB
CYP3A4 PPP3CA
CYP3A4 COL3A1
CYP3A4 NUDT3
CYP3A4 FCN3
CYP3A4 ZNF140
CYP3A4 RPL21
CYP3A4 ALPK1
CYP3A4 GTSE1
CYP3A4 GTF2H5
CYP3A4 ADAM22
CYP3A4 ATF5
CYP3A4 S1PR2
CYP3A4 MORC3
CYP3A4 PPP1R2
CYP3A4 BUB1
CYP3A4 API5
CYP3A4 CADM4
CYP3A4 RPL36A
CYP3A4 RNF213
CYP3A4 ITGB1
CYP3A4 KAT6A
CYP3A4 UBE3A
CYP3A4 CTDSPL
CYP3A4 ATP7A
CYP3A4 MAPK11
CYP3A4 TRIP11
CYP3A4 ADA2
CYP3A4 SRSF1
CYP3A4 ACSL1
CYP3A4 CTSB
CYP3A4 HPS1
CYP3A4 CAMK2G
CYP3A4 CAMK2B
CYP3A4 ZNF473
CYP3A4 SKP1
CYP3A4 NFATC1
CYP3A4 ALDOC
CYP3A4 FZD2
CYP3A4 SCAF11
CYP3A4 KIF5A
CYP3A4 RCAN2
CYP3A4 ZP3
CYP3A4 HECTD3
CYP3A4 EDF1
CYP3A4 GLIPR1
CYP3A4 PLCB1
CYP3A4 SEL1L
CYP3A4 EHF
CYP3A4 RCAN1
CYP3A4 CD9
CYP3A4 RYK
CYP3A4 TFAP2B
CYP3A4 CEACAM1
CYP3A4 CNR1
CYP3A4 SYT11
CYP3A4 CA2
CYP3A4 RPL5
CYP3A4 FLT3LG
CYP3A4 SOD2
CYP3A4 FKBP11
CYP3A4 HLA-DRA
CYP3A4 SNTA1
CYP3A4 HLA-DRB5
CYP3A4 UTP14A
CYP3A4 BCKDK
CYP3A4 H3C7
CYP3A4 RAP1A
CYP3A4 ALG10B
CYP3A4 ABCB6
CYP3A4 C1S
CYP3A4 TPM1
CYP3A4 KCNQ4
CYP3A4 TJP1
CYP3A4 SPTB
CYP3A4 PDLIM5
CYP3A4 CRYBB2
CYP3A4 CAPRIN1
CYP3A4 SMARCA1
CYP3A4 FBXL14
CYP3A4 FZD8
CYP3A4 PDE4DIP
CYP3A4 RPL35
CYP3A4 XRCC6
CYP3A4 ATP2C2
CYP3A4 IL7
CYP3A4 HERC5
CYP3A4 TRIM24
CYP3A4 ITCH
CYP3A4 ANK3
CYP3A4 UBA6
CYP3A4 CUX1
CYP3A4 NRG2
CYP3A4 SAT1
CYP3A4 PTPRF
CYP3A4 IRF7
CYP3A4 NCOA3
CYP3A4 PLEKHM1
CYP3A4 SP100
CYP3A4 CXCR3
CYP3A4 ERMP1
CYP3A4 PRMT8
CYP3A4 PGAP2
CYP3A4 GGCX
CYP3A4 ILK
CYP3A4 GAPDH
CYP3A4 CELF2
CYP3A4 BAD
CYP3A4 BIRC3
CYP3A4 PDE3A
CYP3A4 SMO
CYP3A4 SORBS1
CYP3A4 DLAT
CYP3A4 PTPN3
CYP3A4 CCL23
CYP3A4 MGAT2
CYP3A4 PTPRD
CYP3A4 SEPTIN6
CYP3A4 LDLRAD4
CYP3A4 CLTC
CYP3A4 CLTA
CYP3A4 AZGP1
CYP3A4 FOSL1
CYP3A4 AKR7A2
CYP3A4 MOK
CYP3A4 PGLS
CYP3A4 RAD9A
CYP3A4 CLPX
CYP3A4 TLE1
CYP3A4 MBD4
CYP3A4 CLDN3
CYP3A4 INTS6L
CYP3A4 SNX10
CYP3A4 CD93
CYP3A4 DDAH1
CYP3A4 SLC50A1
CYP3A4 PLOD2
CYP3A4 SP110
CYP3A4 CBR1
CYP3A4 CSHL1
CYP3A4 SV2B
CYP3A4 EPB42
CYP3A4 LAPTM4B
CYP3A4 MAML1
CYP3A4 PYROXD1
CYP3A4 RO60
CYP3A4 UCP2
CYP3A4 IFI16
CYP3A4 CRCP
CYP3A4 TAP2
CYP3A4 CST4
CYP3A4 TMEFF1
LLGL2 PTEN
PTEN TXNDC11
PTEN SLC25A6
PTEN UBE2D1
PTEN TUBA1A
PTEN BLOC1S1
PTEN THBD
PTEN IFIH1
PTEN RASSF2
PTEN PARP1
PTEN CFB
PTEN SLC36A1
PTEN PLPP3
PTEN CYB5R3
PTEN MXD1
PTEN MTOR
PTEN HES6
PTEN PIGN
PTEN YME1L1
PTEN EME2
PTEN RFTN1
PTEN CARS2
PTEN PBX3
PTEN CDC42EP5
PTEN ENO2
PTEN TRIM24
PTEN WASHC5
PTEN SOCS1
PTEN TTC31
PTEN OSBP2
PTEN TRIM8
PTEN UBAP2L
PTEN PSMB2
PTEN HEATR6
PTEN NOTCH1
LIPE PDGFRB
LIPE ALB
LIPE PDGFRA
LIPE PTGS1
LIPE ABL1
LIPE CYP1A2
LIPE ABCA3
LIPE ORM1
LIPE CYP2D6
LIPE SLC22A2
LIPE SLC22A1
LIPE KIT
LIPE BCR
LIPE CSF1R
LIPE DDR1
LIPE CYP2C19
LIPE NTRK1
LIPE RET
PDGFRB GLT8D1
PDGFRB GPC5
PDGFRB CACNA2D2
PDGFRB PPP3CB
PDGFRB PPP3CA
PDGFRB COL3A1
PDGFRB NUDT3
PDGFRB FCN3
PDGFRB ZNF140
PDGFRB RPL21
PDGFRB GTF2H5
PDGFRB ADAM22
PDGFRB ATF5
PDGFRB S1PR2
PDGFRB MORC3
PDGFRB PPP1R2
PDGFRB API5
PDGFRB CADM4
PDGFRB RPL36A
PDGFRB ITGB1
PDGFRB KAT6A
PDGFRB UBE3A
PDGFRB CTDSPL
PDGFRB ATP7A
PDGFRB MAPK11
PDGFRB TRIP11
PDGFRB SRSF1
PDGFRB ACSL1
PDGFRB CTSB
PDGFRB CAMK2G
PDGFRB CAMK2B
PDGFRB ZNF473
PDGFRB SKP1
PDGFRB NFATC1
PDGFRB ALDOC
PDGFRB FZD2
PDGFRB SCAF11
PDGFRB RCAN2
PDGFRB ZP3
PDGFRB EDF1
PDGFRB GLIPR1
PDGFRB PLCB1
PDGFRB SEL1L
PDGFRB EHF
PDGFRB RCAN1
PDGFRB RYK
PDGFRB TFAP2B
PDGFRB CEACAM1
PDGFRB RO60
PDGFRB SNTA1
PDGFRB UTP14A
PDGFRB RAP1A
PDGFRB NRG2
PDGFRB DLAT
PDGFRB TPM1
PDGFRB CLTC
PDGFRB CLTA
PDGFRB CSHL1
PDGFRB FOSL1
PDGFRB FKBP11
PDGFRB ERMP1
PDGFRB MBD4
PDGFRB SNX10
PDGFRB PLOD2
PDGFRB CST4
PDGFRB SPTB
PDGFRB UBA6
PDGFRB IRF7
PDGFRB PRMT8
PDGFRB PGAP2
PDGFRB GAPDH
PDGFRB CELF2
PDGFRB CCL23
PDGFRB UCP2
PDGFRB INTS6L
PDGFRB CNR1
PDGFRB HLA-DRA
PDGFRB FZD8
PDGFRB ATP2C2
PDGFRB SP110
PDGFRB EPB42
PDGFRB CA2
PDGFRB CRYBB2
PDGFRB DDAH1
PDGFRB CUX1
PDGFRB PGLS
PDGFRB TJP1
PDGFRB SORBS1
PDGFRB PLEKHM1
PDGFRB HLA-DRB5
PDGFRB RPL35
PDGFRB ITCH
PDGFRB CLPX
PDGFRB CAPRIN1
PDGFRB SYT11
PDGFRB SLC50A1
PDGFRB PYROXD1
PDGFRB TRIM24
PDGFRB NCOA3
PDGFRB CXCR3
PDGFRB SEPTIN6
PDGFRB AKR7A2
PDGFRB TMEFF1
PDGFRB IFI16
PDGFRB LDLRAD4
PDGFRB TLE1
PDGFRB SMARCA1
PDGFRB SV2B
PDGFRB AZGP1
PDGFRB ABCB6
PDGFRB PDLIM5
PDGFRB PDE4DIP
PDGFRB IL7
PDGFRB H3C7
PDGFRB BAD
PDGFRB SP100
PDGFRB LAPTM4B
PDGFRB RPL5
PDGFRB FLT3LG
PDGFRB ANK3
PDGFRB SAT1
PDGFRB GGCX
PDGFRB MAML1
PDGFRB CLDN3
PDGFRB MGAT2
PDGFRB CD93
PDGFRB ALG10B
PDGFRB CRCP
ALB GLT8D1
ALB GPC5
ALB CACNA2D2
ALB PPP3CB
ALB PPP3CA
ALB COL3A1
ALB NUDT3
ALB FCN3
ALB ZNF140
ALB RPL21
ALB GTF2H5
ALB ADAM22
ALB ATF5
ALB S1PR2
ALB MORC3
ALB PPP1R2
ALB API5
ALB CADM4
ALB RPL36A
ALB ITGB1
ALB KAT6A
ALB UBE3A
ALB CTDSPL
ALB ATP7A
ALB MAPK11
ALB TRIP11
ALB SRSF1
ALB ACSL1
ALB CTSB
ALB CAMK2G
ALB CAMK2B
ALB ZNF473
ALB SKP1
ALB NFATC1
ALB ALDOC
ALB FZD2
ALB SCAF11
ALB RCAN2
ALB ZP3
ALB EDF1
ALB GLIPR1
ALB PLCB1
ALB SEL1L
ALB EHF
ALB RCAN1
ALB RYK
ALB TFAP2B
ALB CEACAM1
ALB RO60
ALB CNR1
ALB SYT11
ALB CA2
ALB RPL5
ALB FLT3LG
ALB FKBP11
ALB HLA-DRA
ALB SNTA1
ALB HLA-DRB5
ALB UTP14A
ALB SORBS1
ALB RAP1A
ALB ABCB6
ALB TPM1
ALB TJP1
ALB SPTB
ALB PDLIM5
ALB CRYBB2
ALB SMARCA1
ALB FZD8
ALB PDE4DIP
ALB RPL35
ALB ATP2C2
ALB IL7
ALB TRIM24
ALB H3C7
ALB ANK3
ALB UBA6
ALB CUX1
ALB NRG2
ALB SAT1
ALB IRF7
ALB NCOA3
ALB PLEKHM1
ALB SP100
ALB CXCR3
ALB ERMP1
ALB PRMT8
ALB PGAP2
ALB GGCX
ALB MAML1
ALB GAPDH
ALB CELF2
ALB BAD
ALB ITCH
ALB DLAT
ALB CCL23
ALB SEPTIN6
ALB LDLRAD4
ALB CLTC
ALB CLTA
ALB AZGP1
ALB FOSL1
ALB AKR7A2
ALB PGLS
ALB CLPX
ALB TLE1
ALB CAPRIN1
ALB MBD4
ALB CLDN3
ALB INTS6L
ALB SNX10
ALB MGAT2
ALB CD93
ALB DDAH1
ALB SLC50A1
ALB PLOD2
ALB SP110
ALB CSHL1
ALB SV2B
ALB EPB42
ALB LAPTM4B
ALB ALG10B
ALB PYROXD1
ALB UCP2
ALB IFI16
ALB CRCP
ALB CST4
ALB TMEFF1
PDGFRA GLT8D1
PDGFRA GPC5
PDGFRA CACNA2D2
PDGFRA PPP3CB
PDGFRA PPP3CA
PDGFRA COL3A1
PDGFRA NUDT3
PDGFRA FCN3
PDGFRA ZNF140
PDGFRA RPL21
PDGFRA GTF2H5
PDGFRA ADAM22
PDGFRA ATF5
PDGFRA S1PR2
PDGFRA MORC3
PDGFRA PPP1R2
PDGFRA API5
PDGFRA CADM4
PDGFRA RPL36A
PDGFRA ITGB1
PDGFRA KAT6A
PDGFRA UBE3A
PDGFRA CTDSPL
PDGFRA ATP7A
PDGFRA MAPK11
PDGFRA TRIP11
PDGFRA SRSF1
PDGFRA ACSL1
PDGFRA CTSB
PDGFRA CAMK2G
PDGFRA CAMK2B
PDGFRA ZNF473
PDGFRA SKP1
PDGFRA NFATC1
PDGFRA ALDOC
PDGFRA FZD2
PDGFRA SCAF11
PDGFRA RCAN2
PDGFRA ZP3
PDGFRA EDF1
PDGFRA GLIPR1
PDGFRA PLCB1
PDGFRA SEL1L
PDGFRA EHF
PDGFRA RCAN1
PDGFRA RYK
PDGFRA TFAP2B
PDGFRA CEACAM1
PDGFRA RO60
PDGFRA SNTA1
PDGFRA UTP14A
PDGFRA RAP1A
PDGFRA NRG2
PDGFRA DLAT
PDGFRA TPM1
PDGFRA CLTC
PDGFRA CLTA
PDGFRA CSHL1
PDGFRA FOSL1
PDGFRA FKBP11
PDGFRA ERMP1
PDGFRA MBD4
PDGFRA SNX10
PDGFRA PLOD2
PDGFRA CST4
PDGFRA SPTB
PDGFRA UBA6
PDGFRA IRF7
PDGFRA PRMT8
PDGFRA PGAP2
PDGFRA GAPDH
PDGFRA CELF2
PDGFRA CCL23
PDGFRA UCP2
PDGFRA INTS6L
PDGFRA CNR1
PDGFRA HLA-DRA
PDGFRA FZD8
PDGFRA ATP2C2
PDGFRA SP110
PDGFRA EPB42
PDGFRA CA2
PDGFRA CRYBB2
PDGFRA DDAH1
PDGFRA CUX1
PDGFRA PGLS
PDGFRA TJP1
PDGFRA SORBS1
PDGFRA PLEKHM1
PDGFRA HLA-DRB5
PDGFRA RPL35
PDGFRA ITCH
PDGFRA CLPX
PDGFRA CAPRIN1
PDGFRA SYT11
PDGFRA SLC50A1
PDGFRA PYROXD1
PDGFRA TRIM24
PDGFRA NCOA3
PDGFRA CXCR3
PDGFRA SEPTIN6
PDGFRA AKR7A2
PDGFRA TMEFF1
PDGFRA IFI16
PDGFRA LDLRAD4
PDGFRA TLE1
PDGFRA SMARCA1
PDGFRA SV2B
PDGFRA AZGP1
PDGFRA ABCB6
PDGFRA PDLIM5
PDGFRA PDE4DIP
PDGFRA IL7
PDGFRA H3C7
PDGFRA BAD
PDGFRA SP100
PDGFRA LAPTM4B
PDGFRA RPL5
PDGFRA FLT3LG
PDGFRA ANK3
PDGFRA SAT1
PDGFRA GGCX
PDGFRA MAML1
PDGFRA CLDN3
PDGFRA MGAT2
PDGFRA CD93
PDGFRA ALG10B
PDGFRA CRCP
PTGS1 GLT8D1
PTGS1 GPC5
PTGS1 CACNA2D2
PTGS1 PPP3CB
PTGS1 PPP3CA
PTGS1 COL3A1
PTGS1 NUDT3
PTGS1 FCN3
PTGS1 ZNF140
PTGS1 RPL21
PTGS1 GTF2H5
PTGS1 ADAM22
PTGS1 ATF5
PTGS1 S1PR2
PTGS1 MORC3
PTGS1 PPP1R2
PTGS1 API5
PTGS1 CADM4
PTGS1 RPL36A
PTGS1 ITGB1
PTGS1 KAT6A
PTGS1 UBE3A
PTGS1 CTDSPL
PTGS1 ATP7A
PTGS1 MAPK11
PTGS1 TRIP11
PTGS1 SRSF1
PTGS1 ACSL1
PTGS1 CTSB
PTGS1 CAMK2G
PTGS1 CAMK2B
PTGS1 ZNF473
PTGS1 SKP1
PTGS1 NFATC1
PTGS1 ALDOC
PTGS1 FZD2
PTGS1 SCAF11
PTGS1 RCAN2
PTGS1 ZP3
PTGS1 EDF1
PTGS1 GLIPR1
PTGS1 PLCB1
PTGS1 SEL1L
PTGS1 EHF
PTGS1 RCAN1
PTGS1 RYK
PTGS1 TFAP2B
PTGS1 CEACAM1
PTGS1 RO60
PTGS1 SNTA1
PTGS1 UTP14A
PTGS1 RAP1A
PTGS1 NRG2
PTGS1 DLAT
PTGS1 TPM1
PTGS1 CLTC
PTGS1 CLTA
PTGS1 CSHL1
PTGS1 FOSL1
PTGS1 FKBP11
PTGS1 ERMP1
PTGS1 MBD4
PTGS1 SNX10
PTGS1 PLOD2
PTGS1 CST4
PTGS1 CNR1
PTGS1 SYT11
PTGS1 CA2
PTGS1 RPL5
PTGS1 FLT3LG
PTGS1 HLA-DRA
PTGS1 HLA-DRB5
PTGS1 SORBS1
PTGS1 ABCB6
PTGS1 TJP1
PTGS1 SPTB
PTGS1 PDLIM5
PTGS1 CRYBB2
PTGS1 SMARCA1
PTGS1 FZD8
PTGS1 PDE4DIP
PTGS1 RPL35
PTGS1 ATP2C2
PTGS1 IL7
PTGS1 TRIM24
PTGS1 H3C7
PTGS1 ANK3
PTGS1 UBA6
PTGS1 CUX1
PTGS1 SAT1
PTGS1 IRF7
PTGS1 NCOA3
PTGS1 PLEKHM1
PTGS1 SP100
PTGS1 CXCR3
PTGS1 PRMT8
PTGS1 PGAP2
PTGS1 GGCX
PTGS1 MAML1
PTGS1 GAPDH
PTGS1 CELF2
PTGS1 BAD
PTGS1 ITCH
PTGS1 CCL23
PTGS1 SEPTIN6
PTGS1 LDLRAD4
PTGS1 AZGP1
PTGS1 AKR7A2
PTGS1 PGLS
PTGS1 CLPX
PTGS1 TLE1
PTGS1 CAPRIN1
PTGS1 CLDN3
PTGS1 INTS6L
PTGS1 MGAT2
PTGS1 CD93
PTGS1 DDAH1
PTGS1 SLC50A1
PTGS1 SP110
PTGS1 SV2B
PTGS1 EPB42
PTGS1 LAPTM4B
PTGS1 ALG10B
PTGS1 PYROXD1
PTGS1 UCP2
PTGS1 IFI16
PTGS1 CRCP
PTGS1 TMEFF1
ABL1 GLT8D1
ABL1 GPC5
ABL1 CACNA2D2
ABL1 PPP3CB
ABL1 PPP3CA
ABL1 COL3A1
ABL1 NUDT3
ABL1 FCN3
ABL1 ZNF140
ABL1 RPL21
ABL1 GTF2H5
ABL1 ADAM22
ABL1 ATF5
ABL1 S1PR2
ABL1 MORC3
ABL1 PPP1R2
ABL1 API5
ABL1 CADM4
ABL1 RPL36A
ABL1 ITGB1
ABL1 KAT6A
ABL1 UBE3A
ABL1 CTDSPL
ABL1 ATP7A
ABL1 MAPK11
ABL1 TRIP11
ABL1 SRSF1
ABL1 ACSL1
ABL1 CTSB
ABL1 CAMK2G
ABL1 CAMK2B
ABL1 ZNF473
ABL1 SKP1
ABL1 NFATC1
ABL1 ALDOC
ABL1 FZD2
ABL1 SCAF11
ABL1 RCAN2
ABL1 ZP3
ABL1 EDF1
ABL1 GLIPR1
ABL1 PLCB1
ABL1 SEL1L
ABL1 EHF
ABL1 RCAN1
ABL1 RYK
ABL1 TFAP2B
ABL1 CEACAM1
ABL1 RO60
ABL1 SNTA1
ABL1 UTP14A
ABL1 RAP1A
ABL1 NRG2
ABL1 DLAT
ABL1 TPM1
ABL1 CLTC
ABL1 CLTA
ABL1 CSHL1
ABL1 FOSL1
ABL1 FKBP11
ABL1 ERMP1
ABL1 MBD4
ABL1 SNX10
ABL1 PLOD2
ABL1 CST4
ABL1 CNR1
ABL1 SYT11
ABL1 CA2
ABL1 TJP1
ABL1 RPL5
ABL1 FLT3LG
ABL1 HLA-DRA
ABL1 HLA-DRB5
ABL1 SORBS1
ABL1 ABCB6
ABL1 EGFR
ABL1 SPTB
ABL1 PDLIM5
ABL1 CRYBB2
ABL1 SMARCA1
ABL1 FZD8
ABL1 PDE4DIP
ABL1 RPL35
ABL1 ATP2C2
ABL1 IL7
ABL1 TRIM24
ABL1 H3C7
ABL1 ANK3
ABL1 UBA6
ABL1 CUX1
ABL1 SAT1
ABL1 IRF7
ABL1 NCOA3
ABL1 PLEKHM1
ABL1 SP100
ABL1 CXCR3
ABL1 PRMT8
ABL1 PGAP2
ABL1 GGCX
ABL1 MAML1
ABL1 GAPDH
ABL1 CELF2
ABL1 BAD
ABL1 ITCH
ABL1 CCL23
ABL1 SEPTIN6
ABL1 LDLRAD4
ABL1 AZGP1
ABL1 AKR7A2
ABL1 PGLS
ABL1 CLPX
ABL1 TLE1
ABL1 CAPRIN1
ABL1 CLDN3
ABL1 INTS6L
ABL1 MGAT2
ABL1 CD93
ABL1 DDAH1
ABL1 SLC50A1
ABL1 SP110
ABL1 SV2B
ABL1 EPB42
ABL1 LAPTM4B
ABL1 ALG10B
ABL1 PYROXD1
ABL1 UCP2
ABL1 IFI16
ABL1 CRCP
ABL1 TMEFF1
CYP1A2 GLT8D1
CYP1A2 GPC5
CYP1A2 CACNA2D2
CYP1A2 PPP3CB
CYP1A2 PPP3CA
CYP1A2 COL3A1
CYP1A2 NUDT3
CYP1A2 FCN3
CYP1A2 ZNF140
CYP1A2 RPL21
CYP1A2 GTF2H5
CYP1A2 ADAM22
CYP1A2 ATF5
CYP1A2 S1PR2
CYP1A2 MORC3
CYP1A2 PPP1R2
CYP1A2 CNR1
CYP1A2 SYT11
CYP1A2 CA2
CYP1A2 RPL5
CYP1A2 CTDSPL
CYP1A2 SCAF11
CYP1A2 FLT3LG
CYP1A2 FKBP11
CYP1A2 HLA-DRA
CYP1A2 SNTA1
CYP1A2 HLA-DRB5
CYP1A2 UTP14A
CYP1A2 SORBS1
CYP1A2 RAP1A
CYP1A2 ABCB6
CYP1A2 TPM1
CYP1A2 API5
CYP1A2 TJP1
CYP1A2 SPTB
CYP1A2 RCAN1
CYP1A2 PDLIM5
CYP1A2 RYK
CYP1A2 CRYBB2
CYP1A2 ATP7A
CYP1A2 SMARCA1
CYP1A2 RCAN2
CYP1A2 MAPK11
CYP1A2 FZD8
CYP1A2 PDE4DIP
CYP1A2 ZNF473
CYP1A2 RPL35
CYP1A2 ATP2C2
CYP1A2 IL7
CYP1A2 TRIM24
CYP1A2 H3C7
CYP1A2 ANK3
CYP1A2 UBA6
CYP1A2 CUX1
CYP1A2 NRG2
CYP1A2 SAT1
CYP1A2 IRF7
CYP1A2 CADM4
CYP1A2 NCOA3
CYP1A2 PLEKHM1
CYP1A2 TFAP2B
CYP1A2 SP100
CYP1A2 ZP3
CYP1A2 CXCR3
CYP1A2 RPL36A
CYP1A2 SRSF1
CYP1A2 ERMP1
CYP1A2 SKP1
CYP1A2 PRMT8
CYP1A2 PGAP2
CYP1A2 GGCX
CYP1A2 MAML1
CYP1A2 EDF1
CYP1A2 GAPDH
CYP1A2 CELF2
CYP1A2 BAD
CYP1A2 TRIP11
CYP1A2 CAMK2G
CYP1A2 ITCH
CYP1A2 GLIPR1
CYP1A2 DLAT
CYP1A2 CCL23
CYP1A2 CTSB
CYP1A2 SEPTIN6
CYP1A2 LDLRAD4
CYP1A2 CLTC
CYP1A2 CLTA
CYP1A2 CEACAM1
CYP1A2 AZGP1
CYP1A2 FOSL1
CYP1A2 AKR7A2
CYP1A2 ACSL1
CYP1A2 NFATC1
CYP1A2 PGLS
CYP1A2 PLCB1
CYP1A2 SEL1L
CYP1A2 ITGB1
CYP1A2 CLPX
CYP1A2 TLE1
CYP1A2 CAPRIN1
CYP1A2 MBD4
CYP1A2 CAMK2B
CYP1A2 KAT6A
CYP1A2 CLDN3
CYP1A2 INTS6L
CYP1A2 SNX10
CYP1A2 MGAT2
CYP1A2 CD93
CYP1A2 EHF
CYP1A2 DDAH1
CYP1A2 SLC50A1
CYP1A2 ALDOC
CYP1A2 PLOD2
CYP1A2 SP110
CYP1A2 CSHL1
CYP1A2 SV2B
CYP1A2 EPB42
CYP1A2 LAPTM4B
CYP1A2 ALG10B
CYP1A2 PYROXD1
CYP1A2 RO60
CYP1A2 UBE3A
CYP1A2 UCP2
CYP1A2 IFI16
CYP1A2 CRCP
CYP1A2 CST4
CYP1A2 TMEFF1
CYP1A2 FZD2
ABCA3 GLT8D1
ABCA3 GPC5
ABCA3 CACNA2D2
ABCA3 PPP3CB
ABCA3 PPP3CA
ABCA3 COL3A1
ABCA3 NUDT3
ABCA3 FCN3
ABCA3 ZNF140
ABCA3 RPL21
ABCA3 GTF2H5
ABCA3 ADAM22
ABCA3 ATF5
ABCA3 S1PR2
ABCA3 MORC3
ABCA3 PPP1R2
ABCA3 API5
ABCA3 CADM4
ABCA3 RPL36A
ABCA3 ITGB1
ABCA3 KAT6A
ABCA3 UBE3A
ABCA3 CTDSPL
ABCA3 ATP7A
ABCA3 MAPK11
ABCA3 TRIP11
ABCA3 SRSF1
ABCA3 ACSL1
ABCA3 CTSB
ABCA3 CAMK2G
ABCA3 CAMK2B
ABCA3 ZNF473
ABCA3 SKP1
ABCA3 NFATC1
ABCA3 ALDOC
ABCA3 FZD2
ABCA3 SCAF11
ABCA3 RCAN2
ABCA3 ZP3
ABCA3 EDF1
ABCA3 GLIPR1
ABCA3 PLCB1
ABCA3 SEL1L
ABCA3 EHF
ABCA3 RCAN1
ABCA3 RYK
ABCA3 TFAP2B
ABCA3 CEACAM1
ABCA3 RO60
ABCA3 SNTA1
ABCA3 UTP14A
ABCA3 RAP1A
ABCA3 NRG2
ABCA3 DLAT
ABCA3 TPM1
ABCA3 CLTC
ABCA3 CLTA
ABCA3 CSHL1
ABCA3 FOSL1
ABCA3 FKBP11
ABCA3 ERMP1
ABCA3 MBD4
ABCA3 SNX10
ABCA3 PLOD2
ABCA3 CST4
ABCA3 CNR1
ABCA3 SYT11
ABCA3 CA2
ABCA3 RPL5
ABCA3 FLT3LG
ABCA3 HLA-DRA
ABCA3 HLA-DRB5
ABCA3 SORBS1
ABCA3 ABCB6
ABCA3 TJP1
ABCA3 SPTB
ABCA3 PDLIM5
ABCA3 CRYBB2
ABCA3 SMARCA1
ABCA3 FZD8
ABCA3 PDE4DIP
ABCA3 RPL35
ABCA3 ATP2C2
ABCA3 IL7
ABCA3 TRIM24
ABCA3 H3C7
ABCA3 ANK3
ABCA3 UBA6
ABCA3 CUX1
ABCA3 SAT1
ABCA3 IRF7
ABCA3 NCOA3
ABCA3 PLEKHM1
ABCA3 SP100
ABCA3 CXCR3
ABCA3 PRMT8
ABCA3 PGAP2
ABCA3 GGCX
ABCA3 MAML1
ABCA3 GAPDH
ABCA3 CELF2
ABCA3 BAD
ABCA3 ITCH
ABCA3 CCL23
ABCA3 SEPTIN6
ABCA3 LDLRAD4
ABCA3 AZGP1
ABCA3 AKR7A2
ABCA3 PGLS
ABCA3 CLPX
ABCA3 TLE1
ABCA3 CAPRIN1
ABCA3 CLDN3
ABCA3 INTS6L
ABCA3 MGAT2
ABCA3 CD93
ABCA3 DDAH1
ABCA3 SLC50A1
ABCA3 SP110
ABCA3 SV2B
ABCA3 EPB42
ABCA3 LAPTM4B
ABCA3 ALG10B
ABCA3 PYROXD1
ABCA3 UCP2
ABCA3 IFI16
ABCA3 CRCP
ABCA3 TMEFF1
ORM1 GLT8D1
ORM1 GPC5
ORM1 CACNA2D2
ORM1 PPP3CB
ORM1 PPP3CA
ORM1 COL3A1
ORM1 NUDT3
ORM1 FCN3
ORM1 ZNF140
ORM1 RPL21
ORM1 GTF2H5
ORM1 ADAM22
ORM1 ATF5
ORM1 S1PR2
ORM1 MORC3
ORM1 PPP1R2
ORM1 API5
ORM1 CADM4
ORM1 RPL36A
ORM1 ITGB1
ORM1 KAT6A
ORM1 UBE3A
ORM1 CTDSPL
ORM1 ATP7A
ORM1 MAPK11
ORM1 TRIP11
ORM1 SRSF1
ORM1 ACSL1
ORM1 CTSB
ORM1 CAMK2G
ORM1 CAMK2B
ORM1 ZNF473
ORM1 SKP1
ORM1 NFATC1
ORM1 ALDOC
ORM1 FZD2
ORM1 SCAF11
ORM1 RCAN2
ORM1 ZP3
ORM1 EDF1
ORM1 GLIPR1
ORM1 PLCB1
ORM1 SEL1L
ORM1 EHF
ORM1 RCAN1
ORM1 RYK
ORM1 TFAP2B
ORM1 CEACAM1
ORM1 RO60
ORM1 SNTA1
ORM1 UTP14A
ORM1 RAP1A
ORM1 NRG2
ORM1 DLAT
ORM1 TPM1
ORM1 CLTC
ORM1 CLTA
ORM1 CSHL1
ORM1 FOSL1
ORM1 FKBP11
ORM1 ERMP1
ORM1 MBD4
ORM1 SNX10
ORM1 PLOD2
ORM1 CST4
ORM1 SPTB
ORM1 UBA6
ORM1 IRF7
ORM1 PRMT8
ORM1 PGAP2
ORM1 GAPDH
ORM1 CELF2
ORM1 CCL23
ORM1 UCP2
ORM1 INTS6L
